Mod:Item:MetaData, Localized Name
tfcm:item.BucketHotWater, Wooden Bucket (Hot Water)
tfcm:item.SoyPaste, Soybean Paste
tfcm:item.Quiver, Quiver
tfcprimitivetech:itemWoodenTwig, Wooden Twig
tfcprimitivetech:powderAsh, Firepit Ash
tfcprimitivetech:woodenBucket_BasePotashLiquor, Bucket of Base Potash Liquor
tfcprimitivetech:itemCelluloseFibers, Cellulose Fibers
tfcprimitivetech:itemWoodenPress, Wooden Press
tfcprimitivetech:itemLeatherBelt, Leather Belt
tfcprimitivetech:itemWoodenClub, Wooden Club
tfcprimitivetech:itemClayBrick:0, Clay Brick
tfcprimitivetech:itemClayBrick:1, Brick
tfcprimitivetech:itemSharpStone, Small sharp stone
tfcprimitivetech:itemHardStone, Small hard stone
tfcprimitivetech:itemSoftStone, Small soft stone
tfcprimitivetech:itemSlingshot, Slingshot
weightingscales:item.ScaleWeight:0, Scale Weight
weightingscales:item.ScaleWeight:1, Scale Weight
weightingscales:item.ScaleWeight:2, Scale Weight
weightingscales:item.ScaleWeight:3, Scale Weight
weightingscales:item.ScaleWeight:4, Scale Weight
weightingscales:item.ScaleWeight:5, Scale Weight
BuildCraft|Core:wrenchItem, Wrench
BuildCraft|Core:mapLocation, Map Location
BuildCraft|Core:list:0, List
BuildCraft|Core:list:1, List
BuildCraft|Core:debugger, Debugger
BuildCraft|Core:woodenGearItem, Wood Gear
BuildCraft|Core:stoneGearItem, Stone Gear
BuildCraft|Core:ironGearItem, Iron Gear
BuildCraft|Core:goldGearItem, Gold Gear
BuildCraft|Core:diamondGearItem, Diamond Gear
BuildCraft|Core:paintbrush, Paintbrush
BuildCraft|Transport:pipeWaterproof, Pipe Sealant
BuildCraft|Transport:item.buildcraftPipe.pipeitemswood:0, Wooden Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemerald:0, Emerald Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemscobblestone:0, Cobblestone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstone:0, Stone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsquartz:0, Quartz Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsiron:0, Iron Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsgold:0, Golden Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdiamond:0, Diamond Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsobsidian:0, Obsidian Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemslapis:0, Lazuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdaizuli:0, Daizuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemssandstone:0, Sandstone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsvoid:0, Void Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemzuli:0, Emzuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstripes:0, Stripes Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsclay:0, Clay Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidswood:0, Wooden Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidscobblestone:0, Cobblestone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsstone:0, Stone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsquartz:0, Quartz Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsiron:0, Iron Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsgold:0, Golden Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsemerald:0, Emerald Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsdiamond:0, Diamond Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidssandstone:0, Sandstone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsvoid:0, Void Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsclay:0, Clay Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerwood:0, Wooden Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowercobblestone:0, Cobblestone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerstone:0, Stone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerquartz:0, Quartz Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweriron:0, Iron Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowergold:0, Golden Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerdiamond:0, Diamond Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweremerald:0, Emerald Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowersandstone:0, Sandstone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipestructurecobblestone:0, Cobblestone Structure Pipe
BuildCraft|Transport:pipeWire:0, Red Pipe Wire
BuildCraft|Transport:pipeWire:1, Blue Pipe Wire
BuildCraft|Transport:pipeWire:2, Green Pipe Wire
BuildCraft|Transport:pipeWire:3, Yellow Pipe Wire
BuildCraft|Transport:pipeGate, item.pipeGate.name
BuildCraft|Transport:pipePlug, item.pipePlug.name
BuildCraft|Transport:pipeLens:0, Lens (Black)
BuildCraft|Transport:pipeLens:1, Lens (Red)
BuildCraft|Transport:pipeLens:2, Lens (Green)
BuildCraft|Transport:pipeLens:3, Lens (Brown)
BuildCraft|Transport:pipeLens:4, Lens (Blue)
BuildCraft|Transport:pipeLens:5, Lens (Purple)
BuildCraft|Transport:pipeLens:6, Lens (Cyan)
BuildCraft|Transport:pipeLens:7, Lens (Light Gray)
BuildCraft|Transport:pipeLens:8, Lens (Gray)
BuildCraft|Transport:pipeLens:9, Lens (Pink)
BuildCraft|Transport:pipeLens:10, Lens (Lime)
BuildCraft|Transport:pipeLens:11, Lens (Yellow)
BuildCraft|Transport:pipeLens:12, Lens (Light Blue)
BuildCraft|Transport:pipeLens:13, Lens (Magenta)
BuildCraft|Transport:pipeLens:14, Lens (Orange)
BuildCraft|Transport:pipeLens:15, Lens (White)
BuildCraft|Transport:pipeLens:16, Filter (Black)
BuildCraft|Transport:pipeLens:17, Filter (Red)
BuildCraft|Transport:pipeLens:18, Filter (Green)
BuildCraft|Transport:pipeLens:19, Filter (Brown)
BuildCraft|Transport:pipeLens:20, Filter (Blue)
BuildCraft|Transport:pipeLens:21, Filter (Purple)
BuildCraft|Transport:pipeLens:22, Filter (Cyan)
BuildCraft|Transport:pipeLens:23, Filter (Light Gray)
BuildCraft|Transport:pipeLens:24, Filter (Gray)
BuildCraft|Transport:pipeLens:25, Filter (Pink)
BuildCraft|Transport:pipeLens:26, Filter (Lime)
BuildCraft|Transport:pipeLens:27, Filter (Yellow)
BuildCraft|Transport:pipeLens:28, Filter (Light Blue)
BuildCraft|Transport:pipeLens:29, Filter (Magenta)
BuildCraft|Transport:pipeLens:30, Filter (Orange)
BuildCraft|Transport:pipeLens:31, Filter (White)
BuildCraft|Transport:pipeLens:32, Lens (Clear)
BuildCraft|Transport:pipeLens:33, Filter (Clear)
BuildCraft|Transport:pipePowerAdapter, item.pipePowerAdapter.name
BuildCraft|Transport:gateCopier, Gate Copier
BuildCraft|Silicon:redstoneChipset:0, Redstone Chipset
BuildCraft|Silicon:redstoneChipset:1, Iron Chipset
BuildCraft|Silicon:redstoneChipset:2, Golden Chipset
BuildCraft|Silicon:redstoneChipset:3, Diamond Chipset
BuildCraft|Silicon:redstoneChipset:4, Pulsating Chipset
BuildCraft|Silicon:redstoneChipset:5, Quartz Chipset
BuildCraft|Silicon:redstoneChipset:6, Redstone Comp Chipset
BuildCraft|Silicon:redstoneChipset:7, Emerald Chipset
BuildCraft|Silicon:package, Package
BuildCraft|Silicon:redstoneCrystal, Redstone Crystal
BuildCraft|Robotics:robot, Robot
BuildCraft|Robotics:robotStation, item.robotStation.name
BuildCraft|Robotics:redstone_board, Redstone Board
BuildCraft|Energy:bucketOil, Oil Bucket
BuildCraft|Energy:bucketFuel, Fuel Bucket
BuildCraft|Builders:templateItem, Template
BuildCraft|Builders:blueprintItem, Blueprint
ImmersiveEngineering:metal:0, Copper Ingot
ImmersiveEngineering:metal:1, Aluminium Ingot
ImmersiveEngineering:metal:2, Lead Ingot
ImmersiveEngineering:metal:3, Silver Ingot
ImmersiveEngineering:metal:4, Nickel Ingot
ImmersiveEngineering:metal:5, Constantan Ingot
ImmersiveEngineering:metal:6, Electrum Ingot
ImmersiveEngineering:metal:7, Steel Ingot
ImmersiveEngineering:metal:8, Iron Grit
ImmersiveEngineering:metal:9, Gold Grit
ImmersiveEngineering:metal:10, Copper Grit
ImmersiveEngineering:metal:11, Aluminium Grit
ImmersiveEngineering:metal:12, Lead Grit
ImmersiveEngineering:metal:13, Silver Grit
ImmersiveEngineering:metal:14, Nickel Grit
ImmersiveEngineering:metal:15, Constantan Grit
ImmersiveEngineering:metal:16, Electrum Grit
ImmersiveEngineering:metal:17, Coke Dust
ImmersiveEngineering:metal:18, Quartz Dust
ImmersiveEngineering:metal:19, HOP Graphite Dust
ImmersiveEngineering:metal:20, HOP Graphite Ingot
ImmersiveEngineering:metal:21, Iron Nugget
ImmersiveEngineering:metal:22, Copper Nugget
ImmersiveEngineering:metal:23, Aluminium Nugget
ImmersiveEngineering:metal:24, Lead Nugget
ImmersiveEngineering:metal:25, Silver Nugget
ImmersiveEngineering:metal:26, Nickel Nugget
ImmersiveEngineering:metal:27, Constantan Nugget
ImmersiveEngineering:metal:28, Electrum Nugget
ImmersiveEngineering:metal:29, Steel Nugget
ImmersiveEngineering:metal:30, Iron Plate
ImmersiveEngineering:metal:32, Aluminium Plate
ImmersiveEngineering:metal:33, Lead Plate
ImmersiveEngineering:metal:36, Constantan Plate
ImmersiveEngineering:metal:38, Steel Plate
ImmersiveEngineering:material:0, Treated Stick
ImmersiveEngineering:material:1, Waterwheel Segment
ImmersiveEngineering:material:2, Windmill Blade
ImmersiveEngineering:material:3, Industrial Hemp Fiber
ImmersiveEngineering:material:4, Tough Fabric
ImmersiveEngineering:material:5, Improved Windmill Blade
ImmersiveEngineering:material:6, Coal Coke
ImmersiveEngineering:material:7, Revolver Barrel
ImmersiveEngineering:material:8, Revolver Drum
ImmersiveEngineering:material:9, Wooden Grip
ImmersiveEngineering:material:10, Revolver Hammer
ImmersiveEngineering:material:11, Iron Mechanical Component
ImmersiveEngineering:material:12, Steel Mechanical Component
ImmersiveEngineering:material:13, Slag
ImmersiveEngineering:material:14, Iron Rod
ImmersiveEngineering:material:15, Steel Rod
ImmersiveEngineering:material:16, Aluminium Rod
ImmersiveEngineering:seed:0, Industrial Hemp Seeds
ImmersiveEngineering:coil:0, LV Wire Coil
ImmersiveEngineering:coil:1, MV Wire Coil
ImmersiveEngineering:coil:2, HV Wire Coil
ImmersiveEngineering:coil:3, Hemp Rope Coil
ImmersiveEngineering:coil:4, Steel Cable Coil
ImmersiveEngineering:tool:0, Engineer's Hammer
ImmersiveEngineering:tool:1, Engineer's Wire Cutters
ImmersiveEngineering:tool:2, Engineer's Voltmeter
ImmersiveEngineering:tool:3, Engineer's Manual
ImmersiveEngineering:toolbox, Engineer's Toolbox
ImmersiveEngineering:revolver:0, Revolver
ImmersiveEngineering:revolver:1, Revolver Speedloader
ImmersiveEngineering:bullet:0, Empty Casing
ImmersiveEngineering:bullet:1, Empty Shell
ImmersiveEngineering:bullet:2, Casull Cartridge
ImmersiveEngineering:bullet:3, Armor-Piercing Cartridge
ImmersiveEngineering:bullet:4, Buckshot Cartridge
ImmersiveEngineering:bullet:5, High-Explosive Cartridge
ImmersiveEngineering:bullet:6, Dragon's Breath Cartridge
ImmersiveEngineering:bullet:9, Silver Cartridge
ImmersiveEngineering:bullet:10, Phial Cartridge
ImmersiveEngineering:fluidContainers:0, Bottle of Creosote Oil
ImmersiveEngineering:fluidContainers:1, Bucket of Creosote Oil
ImmersiveEngineering:fluidContainers:2, Bottle of Plant Oil
ImmersiveEngineering:fluidContainers:3, Bucket of Plant Oil
ImmersiveEngineering:fluidContainers:4, Bottle of Ethanol
ImmersiveEngineering:fluidContainers:5, Bucket of Ethanol
ImmersiveEngineering:fluidContainers:6, Bottle of Biodiesel
ImmersiveEngineering:fluidContainers:7, Bucket of Biodiesel
ImmersiveEngineering:drill:0, Mining Drill
ImmersiveEngineering:drillhead:0, Steel Drill Head
ImmersiveEngineering:drillhead:1, Iron Drill Head
ImmersiveEngineering:toolupgrade:0, Pressurized Air Tank
ImmersiveEngineering:toolupgrade:1, Advanced Lubrication System
ImmersiveEngineering:toolupgrade:2, Additional Augers
ImmersiveEngineering:toolupgrade:3, Large Tank
ImmersiveEngineering:toolupgrade:4, Bayonet
ImmersiveEngineering:toolupgrade:5, Extended Magazine
ImmersiveEngineering:toolupgrade:6, Amplifier Electron Tubes
ImmersiveEngineering:toolupgrade:7, Focused Nozzle
ImmersiveEngineering:toolupgrade:8, Precision Scope
ImmersiveEngineering:toolupgrade:9, Additional Capacitors
ImmersiveEngineering:skyhook, Engineer's Skyhook
ImmersiveEngineering:blueprint, Engineer's Blueprint
ImmersiveEngineering:graphiteElectrode, Graphite Electrode
ImmersiveEngineering:shader, Shader
ImmersiveEngineering:shaderBag, Shader Grabbag
ImmersiveEngineering:jerrycan, Jerrycan
ImmersiveEngineering:chemthrower, Chemical Thrower
ImmersiveEngineering:railgun, Railgun
ImmersiveEngineering:mold:0, Metal Press Mold: Plate
ImmersiveEngineering:mold:2, Metal Press Mold: Rod
tfctech:item.buildcraftPipe.pipestructurelead:0, Lead Structure Pipe
tfctech:item.buildcraftPipe.pipeitemslead:0, Lead Transport Pipe
tfctech:item.buildcraftPipe.pipeitemsbluesteel:0, Blue Steel Transport Pipe
tfctech:item.buildcraftPipe.pipeitemsmarker:0, Marker Transport Pipe
tfctech:item.buildcraftPipe.pipeitemsfilter:0, Filter Transport Pipe
tfctech:item.buildcraftPipe.pipeitemscopper:0, Copper Transport Pipe
tfctech:item.buildcraftPipe.pipeitemsredsteel:0, Red Steel Transport Pipe
tfctech:item.buildcraftPipe.pipeitemsmarkerextractor:0, Marker Extractor Transport Pipe
tfctech:item.buildcraftPipe.pipeitemselectrum:0, Electrum Transport Pipe
tfctech:item.buildcraftPipe.pipeitemswroughtiron:0, Wrought Iron Transport Pipe
tfctech:item.buildcraftPipe.pipeitemsblacksteel:0, Black Steel Transport Pipe
tfctech:item.buildcraftPipe.pipeitemssilver:0, Silver Transport Pipe
tfctech:item.buildcraftPipe.pipeitemsbronze:0, Bronze Transport Pipe
tfctech:item.buildcraftPipe.pipeitemssterlingsilver:0, Sterling Silver Transport Pipe
tfctech:item.buildcraftPipe.pipeitemszinc:0, Zinc Transport Pipe
tfctech:item.buildcraftPipe.pipeitemsnullify:0, Nullify Transport Pipe
tfctech:item.buildcraftPipe.pipefluidslead:0, Lead Fluid Pipe
tfctech:item.buildcraftPipe.pipefluidscopper:0, Copper Fluid Pipe
tfctech:item.buildcraftPipe.pipefluidsredsteel:0, Red Steel Fluid Pipe
tfctech:item.buildcraftPipe.pipefluidssterlingsilver:0, Sterling Silver Fluid Pipe
tfctech:item.buildcraftPipe.pipefluidselectrum:0, Electrum Fluid Pipe
tfctech:item.buildcraftPipe.pipefluidswroughtiron:0, Wrought Iron Fluid Pipe
tfctech:item.buildcraftPipe.pipefluidssilver:0, Silver Fluid Pipe
tfctech:item.buildcraftPipe.pipefluidsbronze:0, Bronze Fluid Pipe
tfctech:item.buildcraftPipe.pipefluidsnullify:0, Nullify Fluid Pipe
tfctech:item.buildcraftPipe.pipefluidszinc:0, Zinc Fluid Pipe
tfctech:item.buildcraftPipe.pipefluidsbluesteel:0, Blue Steel Fluid Pipe
tfctech:item.buildcraftPipe.pipepowerbluesteel:0, Blue Steel Kinesis Pipe
tfctech:item.buildcraftPipe.pipepowerelectrum:0, Electrum Kinesis Pipe
tfctech:item.buildcraftPipe.pipepowersterlingsilver:0, Sterling Silver Kinesis Pipe
tfctech:item.buildcraftPipe.pipepowerbronze:0, Bronze Kinesis Pipe
tfctech:item.buildcraftPipe.pipepowersilver:0, Silver Kinesis Pipe
tfctech:item.buildcraftPipe.pipepowerlead:0, Lead Kinesis Pipe
tfctech:item.buildcraftPipe.pipepowercopper:0, Copper Kinesis Pipe
tfctech:item.buildcraftPipe.pipepowerredsteel:0, Red Steel Kinesis Pipe
tfctech:item.buildcraftPipe.pipepowerwroughtiron:0, Wrought Iron Kinesis Pipe
tfctech:item.Aluminum Dust, Aluminum Dust
tfctech:item.Bauxite Dust, Bauxite Dust
tfctech:item.Constantan Dust, Constantan Dust
tfctech:item.Electrum Dust, Electrum Dust
tfctech:item.Invar Dust, Invar Dust
tfctech:item.Bismuth Dust, Bismuth Dust
tfctech:item.Bismuth Bronze Dust, Bismuth Bronze Dust
tfctech:item.Black Bronze Dust, Black Bronze Dust
tfctech:item.Black Steel Dust, Black Steel Dust
tfctech:item.Blue Steel Dust, Blue Steel Dust
tfctech:item.Brass Dust, Brass Dust
tfctech:item.Bronze Dust, Bronze Dust
tfctech:item.Copper Dust, Copper Dust
tfctech:item.Gold Dust, Gold Dust
tfctech:item.Wrought Iron Dust, Wrought Iron Dust
tfctech:item.Lead Dust, Lead Dust
tfctech:item.Nickel Dust, Nickel Dust
tfctech:item.Pig Iron Dust, Pig Iron Dust
tfctech:item.Platinum Dust, Platinum Dust
tfctech:item.Red Steel Dust, Red Steel Dust
tfctech:item.Rose Gold Dust, Rose Gold Dust
tfctech:item.Silver Dust, Silver Dust
tfctech:item.Steel Dust, Steel Dust
tfctech:item.Sterling Silver Dust, Sterling Silver Dust
tfctech:item.Tin Dust, Tin Dust
tfctech:item.Zinc Dust, Zinc Dust
tfctech:item.Red Alloy Dust, Red Alloy Dust
tfctech:item.Red Alloy Mix, Red Alloy Mix
tfctech:item.Aluminum Nugget, Aluminum Nugget
tfctech:item.Constantan Nugget, Constantan Nugget
tfctech:item.Electrum Nugget, Electrum Nugget
tfctech:item.Invar Nugget, Invar Nugget
tfctech:item.Bismuth Nugget, Bismuth Nugget
tfctech:item.Bismuth Bronze Nugget, Bismuth Bronze Nugget
tfctech:item.Black Bronze Nugget, Black Bronze Nugget
tfctech:item.Black Steel Nugget, Black Steel Nugget
tfctech:item.Blue Steel Nugget, Blue Steel Nugget
tfctech:item.Brass Nugget, Brass Nugget
tfctech:item.Bronze Nugget, Bronze Nugget
tfctech:item.Copper Nugget, Copper Nugget
tfctech:item.Gold Nugget, Gold Nugget
tfctech:item.Wrought Iron Nugget, Wrought Iron Nugget
tfctech:item.Lead Nugget, Lead Nugget
tfctech:item.Nickel Nugget, Nickel Nugget
tfctech:item.Pig Iron Nugget, Pig Iron Nugget
tfctech:item.Platinum Nugget, Platinum Nugget
tfctech:item.Red Steel Nugget, Red Steel Nugget
tfctech:item.Rose Gold Nugget, Rose Gold Nugget
tfctech:item.Silver Nugget, Silver Nugget
tfctech:item.Steel Nugget, Steel Nugget
tfctech:item.Sterling Silver Nugget, Sterling Silver Nugget
tfctech:item.Tin Nugget, Tin Nugget
tfctech:item.Zinc Nugget, Zinc Nugget
tfctech:item.Red Alloy Nugget, Red Alloy Nugget
tfctech:item.Aluminum Ingot, Aluminum Ingot
tfctech:item.Aluminum Double Ingot, Aluminum Double Ingot
tfctech:item.Aluminum Unshaped, Unshaped: Aluminum
tfctech:item.Electrum Ingot, Electrum Ingot
tfctech:item.Electrum Double Ingot, Electrum Double Ingot
tfctech:item.Electrum Unshaped, Unshaped: Electrum
tfctech:item.Constantan Ingot, Constantan Ingot
tfctech:item.Constantan Double Ingot, Constantan Double Ingot
tfctech:item.Constantan Unshaped, Unshaped: Constantan
tfctech:item.Invar Ingot, Invar Ingot
tfctech:item.Invar Double Ingot, Invar Double Ingot
tfctech:item.Invar Unshaped, Unshaped: Invar
tfctech:item.Red Alloy Ingot, Red Alloy Ingot
tfctech:item.Red Alloy Unshaped, Unshaped: Red Alloy
tfctech:item.Ore:0, Bauxite
tfctech:item.Ore:1, Rich Bauxite
tfctech:item.Ore:2, Poor Bauxite
tfctech:item.Small Ore:0, Small Bauxite
tfctech:item.Aluminum Plate, Aluminum Plate
tfctech:item.Constantan Plate, Constantan Plate
tfctech:item.Electrum Plate, Electrum Plate
tfctech:item.Invar Plate, Invar Plate
tfctech:item.Bismuth Plate, Bismuth Plate
tfctech:item.Bismuth Bronze Plate, Bismuth Bronze Plate
tfctech:item.Black Bronze Plate, Black Bronze Plate
tfctech:item.Black Steel Plate, Black Steel Plate
tfctech:item.Blue Steel Plate, Blue Steel Plate
tfctech:item.Brass Plate, Brass Plate
tfctech:item.Bronze Plate, Bronze Plate
tfctech:item.Copper Plate, Copper Plate
tfctech:item.Gold Plate, Gold Plate
tfctech:item.Wrought Iron Plate, Wrought Iron Plate
tfctech:item.Lead Plate, Lead Plate
tfctech:item.Nickel Plate, Nickel Plate
tfctech:item.Pig Iron Plate, Pig Iron Plate
tfctech:item.Platinum Plate, Platinum Plate
tfctech:item.Red Steel Plate, Red Steel Plate
tfctech:item.Rose Gold Plate, Rose Gold Plate
tfctech:item.Silver Plate, Silver Plate
tfctech:item.Steel Plate, Steel Plate
tfctech:item.Sterling Silver Plate, Sterling Silver Plate
tfctech:item.Tin Plate, Tin Plate
tfctech:item.Zinc Plate, Zinc Plate
tfctech:item.Dense Aluminum Plate, Dense Aluminum Plate
tfctech:item.Dense Constantan Plate, Dense Constantan Plate
tfctech:item.Dense Electrum Plate, Dense Electrum Plate
tfctech:item.Dense Invar Plate, Dense Invar Plate
tfctech:item.Dense Bismuth Plate, Dense Bismuth Plate
tfctech:item.Dense Bismuth Bronze Plate, Dense Bismuth Bronze Plate
tfctech:item.Dense Black Bronze Plate, Dense Black Bronze Plate
tfctech:item.Dense Black Steel Plate, Dense Black Steel Plate
tfctech:item.Dense Blue Steel Plate, Dense Blue Steel Plate
tfctech:item.Dense Brass Plate, Dense Brass Plate
tfctech:item.Dense Bronze Plate, Dense Bronze Plate
tfctech:item.Dense Copper Plate, Dense Copper Plate
tfctech:item.Dense Gold Plate, Dense Gold Plate
tfctech:item.Dense Wrought Iron Plate, Dense Wrought Iron Plate
tfctech:item.Dense Lead Plate, Dense Lead Plate
tfctech:item.Dense Nickel Plate, Dense Nickel Plate
tfctech:item.Dense Pig Iron Plate, Dense Pig Iron Plate
tfctech:item.Dense Platinum Plate, Dense Platinum Plate
tfctech:item.Dense Red Steel Plate, Dense Red Steel Plate
tfctech:item.Dense Rose Gold Plate, Dense Rose Gold Plate
tfctech:item.Dense Silver Plate, Dense Silver Plate
tfctech:item.Dense Steel Plate, Dense Steel Plate
tfctech:item.Dense Sterling Silver Plate, Dense Sterling Silver Plate
tfctech:item.Dense Tin Plate, Dense Tin Plate
tfctech:item.Dense Zinc Plate, Dense Zinc Plate
tfctech:item.Aluminum Sheet, Aluminum Sheet
tfctech:item.Electrum Sheet, Electrum Sheet
tfctech:item.Constantan Sheet, Constantan Sheet
tfctech:item.Invar Sheet, Invar Sheet
tfctech:item.Aluminum Double Sheet, Aluminum Double Sheet
tfctech:item.Electrum Double Sheet, Electrum Double Sheet
tfctech:item.Constantan Double Sheet, Constantan Double Sheet
tfctech:item.Invar Double Sheet, Invar Double Sheet
tfctech:item.Log:0, Hevea Log
tfctech:item.Latex Bowl:0, Clay Latex Bowl
tfctech:item.Latex Bowl:1, Ceramic Latex Bowl
tfctech:item.Latex Bowl:2, Ceramic Latex Bowl
tfctech:item.Chalk Powder, Chalk Powder
tfctech:item.Vulcanizing Agents, Vulcanizing Agents
tfctech:item.Rubber Mix, Rubber Mix
tfctech:item.Rubber, Rubber
tfctech:item.Dixie, Dixie (Empty)
tfctech:item.Dixie Bones, Dixie (Water+Bones)
tfctech:item.Dixie Glue, Dixie (Glue)
tfctech:item.Glue, Glue
tfctech:item.Lime Paint:0, Lime Paint (Black)
tfctech:item.Lime Paint:1, Lime Paint (Red)
tfctech:item.Lime Paint:2, Lime Paint (Green)
tfctech:item.Lime Paint:3, Lime Paint (Brown)
